identidade,idempenho,data,numnaturezaemp,organograma
17700,"21.247.736,00",2024-12-18,"31.901.101.000.000,00",2.012
17700,"21.247.432,00",2024-12-18,"31.901.101.000.000,00",2.012
17700,"21.247.032,00",2024-12-18,"31.901.101.000.000,00",2.008
17700,"21.246.940,00",2024-12-18,"33.904.901.000.000,00",2.008
17700,"21.246.925,00",2024-12-18,"33.904.601.000.000,00",2.008
17700,"21.246.891,00",2024-12-18,"31.901.110.000.000,00",2.008
17700,"21.246.853,00",2024-12-18,"33.901.899.000.000,00",2.008
17700,"21.246.816,00",2024-12-18,"31.901.175.000.000,00",2.008
17700,"21.246.204,00",2024-12-18,"31.901.101.000.000,00",2.008
17700,"21.245.612,00",2024-12-18,"33.904.601.000.000,00",2.007
17700,"21.245.590,00",2024-12-18,"31.901.101.000.000,00",2.007
17700,"21.245.376,00",2024-12-18,"33.909.399.000.000,00",2.007
17700,"21.245.256,00",2024-12-18,"33.904.901.000.000,00",2.007
17700,"21.245.174,00",2024-12-18,"33.904.601.000.000,00",2.007
17700,"21.245.098,00",2024-12-18,"33.901.899.000.000,00",2.007
17700,"21.244.799,00",2024-12-18,"31.901.175.000.000,00",2.007
17700,"21.244.629,00",2024-12-18,"31.901.101.000.000,00",2.007
17700,"21.244.583,00",2024-12-18,"33.903.981.000.000,00",2.009
17700,"21.244.574,00",2024-12-18,"33.903.981.000.000,00",2.009
17700,"21.244.487,00",2024-12-18,"33.903.981.000.000,00",2.009
17700,"21.237.176,00",2024-12-18,"33.904.601.000.000,00",2.006
17700,"21.237.105,00",2024-12-18,"31.901.175.000.000,00",2.006
17700,"21.236.924,00",2024-12-18,"31.901.101.000.000,00",2.006
17700,"21.236.581,00",2024-12-18,"33.904.601.000.000,00",2.005
2.857,"21.230.774,00",2024-12-18,"33.901.414.000.000,00",5.001
2.857,"21.230.772,00",2024-12-18,"33.901.414.000.000,00",5.001
2.856,"21.270.022,00",2024-12-18,"33.904.712.000.000,00",4.001
2.856,"21.230.294,00",2024-12-18,"31.911.303.000.000,00",4.001
2.857,"21.229.429,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.229.058,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.228.880,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.228.866,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.228.859,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.228.851,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.228.822,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.228.803,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.225.537,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.225.423,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.225.065,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.224.970,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.224.924,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.224.876,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.224.745,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.224.694,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.224.658,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.224.585,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.222.953,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.222.914,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.222.673,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.222.626,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.222.614,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.222.283,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.222.231,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.222.214,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.222.173,00",2024-12-17,"33.901.414.000.000,00",5.001
2.857,"21.219.166,00",2024-12-17,"33.903.009.000.000,00",5.001
2.857,"21.219.096,00",2024-12-17,"33.903.950.000.000,00",5.001
2.857,"21.229.442,00",2024-12-17,"33.901.414.000.000,00",5.001
17700,"21.223.910,00",2024-12-17,"44.905.233.000.000,00",2.005
17700,"21.228.482,00",2024-12-17,"33.903.999.000.000,00",2.011
2.858,"21.229.231,00",2024-12-18,"33.904.601.000.000,00",6.001
2.856,"21.230.246,00",2024-12-18,"31.901.302.000.000,00",4.001
2.856,"21.230.075,00",2024-12-18,"33.904.601.000.000,00",4.001
2.856,"21.230.038,00",2024-12-18,"33.904.901.000.000,00",4.001
2.856,"21.230.031,00",2024-12-18,"31.901.175.000.000,00",4.001
2.856,"21.229.993,00",2024-12-18,"31.901.101.000.000,00",4.001
2.855,"21.232.621,00",2024-12-18,"33.900.899.000.000,00",3.001
2.855,"21.232.552,00",2024-12-18,"33.900.899.000.000,00",3.001
2.855,"21.232.394,00",2024-12-18,"33.903.999.000.000,00",3.001
2.855,"21.232.361,00",2024-12-18,"33.903.999.000.000,00",3.001
2.855,"21.232.348,00",2024-12-18,"33.903.999.000.000,00",3.001
2.858,"21.269.789,00",2024-12-18,"33.904.712.000.000,00",6.001
2.858,"21.229.695,00",2024-12-18,"31.911.303.000.000,00",6.001
2.858,"21.229.690,00",2024-12-18,"31.901.302.000.000,00",6.001
2.858,"21.229.219,00",2024-12-18,"33.904.901.000.000,00",6.001
17700,"21.228.917,00",2024-12-17,"33.903.999.000.000,00",2.015
2.858,"21.229.214,00",2024-12-18,"33.901.899.000.000,00",6.001
2.858,"21.229.199,00",2024-12-18,"31.901.175.000.000,00",6.001
2.858,"21.229.159,00",2024-12-18,"31.901.101.000.000,00",6.001
2.861,"21.273.035,00",2024-12-18,"33.904.712.000.000,00",9.001
2.861,"21.227.967,00",2024-12-18,"31.900.701.000.000,00",9.001
2.861,"21.227.764,00",2024-12-18,"31.911.303.000.000,00",9.001
2.861,"21.227.720,00",2024-12-18,"31.901.302.000.000,00",9.001
2.861,"21.224.652,00",2024-12-18,"31.901.101.000.000,00",9.001
2.861,"21.224.558,00",2024-12-18,"33.901.899.000.000,00",9.001
2.861,"21.224.508,00",2024-12-18,"33.904.601.000.000,00",9.001
2.861,"21.224.466,00",2024-12-18,"31.901.175.000.000,00",9.001
2.861,"21.224.386,00",2024-12-18,"31.901.101.000.000,00",9.001
17700,"21.230.034,00",2024-12-17,"33.903.966.000.000,00",2.02
17700,"21.207.799,00",2024-12-16,"31.911.303.000.000,00",2.011
17700,"21.207.798,00",2024-12-16,"31.911.303.000.000,00",2.021
17700,"21.207.796,00",2024-12-16,"31.911.303.000.000,00",2.02
17700,"21.167.242,00",2024-12-13,"31.909.499.000.000,00",2.012
17700,"21.166.891,00",2024-12-13,"31.909.499.000.000,00",2.011
17700,"21.166.810,00",2024-12-13,"31.901.101.000.000,00",2.011
17700,"21.162.589,00",2024-12-13,"33.904.710.000.000,00",2.008
17700,"21.162.182,00",2024-12-13,"33.909.299.000.000,00",2.008
17700,"21.161.911,00",2024-12-13,"33.909.299.000.000,00",2.008
17700,"21.160.907,00",2024-12-13,"33.909.299.000.000,00",2.008
2.857,"21.169.042,00",2024-12-13,"31.901.302.000.000,00",5.001
2.857,"21.168.809,00",2024-12-13,"33.904.601.000.000,00",5.001
2.857,"21.168.668,00",2024-12-13,"31.909.499.000.000,00",5.001
2.857,"21.168.555,00",2024-12-13,"31.901.101.000.000,00",5.001
2.857,"21.167.326,00",2024-12-13,"33.901.414.000.000,00",5.001
2.857,"21.166.532,00",2024-12-13,"33.901.414.000.000,00",5.001
2.857,"21.160.517,00",2024-12-13,"33.901.414.000.000,00",5.001
2.857,"21.159.944,00",2024-12-13,"33.901.414.000.000,00",5.001
2.857,"21.159.523,00",2024-12-13,"33.901.414.000.000,00",5.001
2.857,"21.159.228,00",2024-12-13,"33.901.414.000.000,00",5.001
2.857,"21.158.941,00",2024-12-13,"33.901.414.000.000,00",5.001
2.857,"21.158.442,00",2024-12-13,"33.903.950.000.000,00",5.001
2.857,"21.158.436,00",2024-12-13,"33.903.950.000.000,00",5.001
2.864,"21.205.882,00",2024-12-13,"31.901.302.000.000,00",13.001
2.864,"21.205.633,00",2024-12-13,"31.911.303.000.000,00",13.001
2.864,"21.202.823,00",2024-12-13,"33.904.712.000.000,00",13.001
2.864,"21.202.819,00",2024-12-13,"33.904.712.000.000,00",13.001
2.864,"21.164.477,00",2024-12-13,"31.901.399.000.000,00",13.001
2.864,"21.164.475,00",2024-12-13,"31.900.399.000.000,00",13.001
2.864,"21.164.474,00",2024-12-13,"31.900.303.000.000,00",13.001
2.864,"21.164.473,00",2024-12-13,"31.900.101.000.000,00",13.001
2.864,"21.164.471,00",2024-12-13,"31.901.143.000.000,00",13.001
2.858,"21.176.368,00",2024-12-13,"33.903.999.000.000,00",6.001
17700,"21.167.040,00",2024-12-13,"31.901.101.000.000,00",2.012
17700,"21.167.518,00",2024-12-13,"33.904.601.000.000,00",2.012
17700,"21.207.794,00",2024-12-16,"31.911.303.000.000,00",2.017
17700,"21.167.811,00",2024-12-13,"31.901.101.000.000,00",2.012
2.858,"21.198.200,00",2024-12-16,"31.901.175.000.000,00",6.001
2.858,"21.198.178,00",2024-12-16,"31.901.143.000.000,00",6.001
2.862,"21.182.836,00",2024-12-16,"44.905.252.000.000,00",10.001
2.861,"21.201.757,00",2024-12-16,"31.911.303.000.000,00",9.001
2.861,"21.200.803,00",2024-12-16,"31.901.302.000.000,00",9.001
2.861,"21.200.375,00",2024-12-16,"31.901.175.000.000,00",9.001
2.861,"21.200.337,00",2024-12-16,"31.901.143.000.000,00",9.001
2.861,"21.200.234,00",2024-12-16,"31.901.143.000.000,00",9.001
17700,"21.183.718,00",2024-12-13,"33.904.717.000.000,00",2.001
17700,"21.183.162,00",2024-12-13,"31.911.303.000.000,00",2.012
17700,"21.183.138,00",2024-12-13,"31.911.303.000.000,00",2.011
17700,"21.182.936,00",2024-12-13,"31.901.302.000.000,00",2.012
17700,"21.182.900,00",2024-12-13,"31.901.302.000.000,00",2.012
17700,"21.182.872,00",2024-12-13,"31.901.302.000.000,00",2.012
17700,"21.182.846,00",2024-12-13,"31.901.302.000.000,00",2.012
17700,"21.182.822,00",2024-12-13,"31.901.302.000.000,00",2.011
17700,"21.179.334,00",2024-12-13,"33.903.981.000.000,00",2.013
17700,"21.178.484,00",2024-12-13,"33.903.981.000.000,00",2.012
17700,"21.176.398,00",2024-12-13,"33.904.901.000.000,00",2.012
17700,"21.176.359,00",2024-12-13,"33.904.601.000.000,00",2.012
17700,"21.176.181,00",2024-12-13,"31.901.101.000.000,00",2.012
17700,"21.176.054,00",2024-12-13,"31.901.101.000.000,00",2.012
17700,"21.169.157,00",2024-12-13,"33.904.901.000.000,00",2.012
17700,"21.169.048,00",2024-12-13,"33.904.601.000.000,00",2.012
17700,"21.168.972,00",2024-12-13,"31.909.499.000.000,00",2.012
17700,"21.168.853,00",2024-12-13,"31.901.101.000.000,00",2.012
17700,"21.168.168,00",2024-12-13,"33.904.901.000.000,00",2.012
17700,"21.168.081,00",2024-12-13,"33.904.601.000.000,00",2.012
17700,"21.168.004,00",2024-12-13,"31.909.499.000.000,00",2.012
2.858,"21.176.348,00",2024-12-13,"33.903.999.000.000,00",6.001
2.858,"21.176.248,00",2024-12-13,"33.903.699.000.000,00",6.001
2.858,"21.176.127,00",2024-12-13,"33.903.699.000.000,00",6.001
2.858,"21.175.998,00",2024-12-13,"33.903.999.000.000,00",6.001
2.857,"21.126.926,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.126.891,00",2024-12-12,"33.901.414.000.000,00",5.001
2.713,"21.134.261,00",2024-12-12,"33.903.026.000.000,00",1.001
2.713,"21.134.094,00",2024-12-12,"33.903.028.000.000,00",1.001
2.713,"21.120.770,00",2024-12-12,"33.903.007.000.000,00",1.001
2.855,"21.136.971,00",2024-12-12,"33.904.710.000.000,00",3.001
2.855,"21.136.925,00",2024-12-12,"33.904.710.000.000,00",3.001
2.855,"21.136.814,00",2024-12-12,"33.904.710.000.000,00",3.001
2.863,"21.163.857,00",2024-12-12,"33.903.645.000.000,00",12.001
2.863,"21.163.777,00",2024-12-12,"33.903.645.000.000,00",12.001
2.863,"21.163.764,00",2024-12-12,"33.903.645.000.000,00",12.001
2.863,"21.163.755,00",2024-12-12,"33.903.645.000.000,00",12.001
2.857,"21.126.957,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.126.969,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.126.993,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.131.700,00",2024-12-12,"33.901.414.000.000,00",5.001
2.858,"21.175.875,00",2024-12-13,"33.903.999.000.000,00",6.001
2.858,"21.175.729,00",2024-12-13,"33.903.999.000.000,00",6.001
2.862,"21.158.710,00",2024-12-13,"33.903.007.000.000,00",10.001
17700,"21.159.876,00",2024-12-12,"33.903.948.000.000,00",2.016
17700,"21.131.272,00",2024-12-12,"33.934.001.000.000,00",2.018
2.857,"21.139.159,00",2024-12-12,"33.909.199.000.000,00",5.001
2.857,"21.138.963,00",2024-12-12,"33.909.199.000.000,00",5.001
2.857,"21.138.523,00",2024-12-12,"33.909.199.000.000,00",5.001
2.857,"21.132.025,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.131.995,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.131.926,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.131.901,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.131.720,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.131.680,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.127.020,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.131.662,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.131.624,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.129.970,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.129.951,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.129.712,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.129.649,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.129.625,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.129.576,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.129.520,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.129.498,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.129.422,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.127.041,00",2024-12-12,"33.901.414.000.000,00",5.001
2.857,"21.127.028,00",2024-12-12,"33.901.414.000.000,00",5.001
2.858,"21.199.009,00",2024-12-16,"31.901.302.000.000,00",6.001
2.858,"21.199.217,00",2024-12-16,"31.911.303.000.000,00",6.001
2.858,"21.207.420,00",2024-12-16,"33.909.399.000.000,00",6.001
17700,"21.202.576,00",2024-12-16,"31.901.107.000.000,00",2.016
17700,"21.207.590,00",2024-12-16,"31.901.302.000.000,00",2.014
17700,"21.207.572,00",2024-12-16,"31.901.302.000.000,00",2.013
17700,"21.207.438,00",2024-12-16,"31.901.302.000.000,00",2.012
17700,"21.207.322,00",2024-12-16,"31.901.302.000.000,00",2.012
17700,"21.207.267,00",2024-12-16,"31.901.302.000.000,00",2.012
17700,"21.207.222,00",2024-12-16,"31.901.302.000.000,00",2.012
17700,"21.207.151,00",2024-12-16,"31.901.302.000.000,00",2.011
17700,"21.207.140,00",2024-12-16,"31.901.302.000.000,00",2.018
17700,"21.207.130,00",2024-12-16,"31.901.302.000.000,00",2.009
17700,"21.207.065,00",2024-12-16,"31.901.302.000.000,00",2.008
17700,"21.207.037,00",2024-12-16,"31.901.302.000.000,00",2.007
17700,"21.206.829,00",2024-12-16,"31.901.302.000.000,00",2.007
17700,"21.206.744,00",2024-12-16,"31.901.302.000.000,00",2.006
17700,"21.206.727,00",2024-12-16,"31.901.302.000.000,00",2.005
17700,"21.206.718,00",2024-12-16,"31.901.302.000.000,00",2.002
17700,"21.206.695,00",2024-12-16,"31.901.302.000.000,00",2.001
17700,"21.205.068,00",2024-12-16,"31.911.303.000.000,00",2.012
17700,"21.204.988,00",2024-12-16,"31.901.302.000.000,00",2.012
17700,"21.204.598,00",2024-12-16,"31.901.101.000.000,00",2.012
17700,"21.204.271,00",2024-12-16,"31.901.101.000.000,00",2.011
17700,"21.204.232,00",2024-12-16,"31.901.101.000.000,00",2.011
17700,"21.204.185,00",2024-12-16,"31.901.101.000.000,00",2.011
17700,"21.204.068,00",2024-12-16,"31.901.101.000.000,00",2.011
17700,"21.203.914,00",2024-12-16,"31.901.175.000.000,00",2.021
17700,"21.203.872,00",2024-12-16,"31.901.101.000.000,00",2.021
17700,"21.203.659,00",2024-12-16,"31.901.107.000.000,00",2.02
17700,"21.203.579,00",2024-12-16,"31.901.175.000.000,00",2.02
17700,"21.203.525,00",2024-12-16,"31.901.101.000.000,00",2.02
17700,"21.202.831,00",2024-12-16,"31.901.175.000.000,00",2.017
17700,"21.207.594,00",2024-12-16,"31.901.302.000.000,00",2.015
17700,"21.207.596,00",2024-12-16,"31.901.302.000.000,00",2.016
17700,"21.207.630,00",2024-12-16,"31.901.302.000.000,00",2.017
17700,"21.207.759,00",2024-12-16,"31.911.303.000.000,00",2.018
17700,"21.207.793,00",2024-12-16,"31.911.303.000.000,00",2.016
17700,"21.207.792,00",2024-12-16,"31.911.303.000.000,00",2.014
17700,"21.207.791,00",2024-12-16,"31.911.303.000.000,00",2.013
17700,"21.207.789,00",2024-12-16,"31.911.303.000.000,00",2.012
17700,"21.207.786,00",2024-12-16,"31.911.303.000.000,00",2.012
17700,"21.207.784,00",2024-12-16,"31.911.303.000.000,00",2.012
17700,"21.207.780,00",2024-12-16,"31.911.303.000.000,00",2.012
17700,"21.207.778,00",2024-12-16,"31.911.303.000.000,00",2.012
17700,"21.207.776,00",2024-12-16,"31.911.303.000.000,00",2.012
17700,"21.207.773,00",2024-12-16,"31.911.303.000.000,00",2.012
17700,"21.207.764,00",2024-12-16,"31.911.303.000.000,00",2.012
17700,"21.207.762,00",2024-12-16,"31.911.303.000.000,00",2.001
17700,"21.207.761,00",2024-12-16,"31.911.303.000.000,00",2.011
17700,"21.207.755,00",2024-12-16,"31.911.303.000.000,00",2.009
17700,"21.207.635,00",2024-12-16,"31.901.302.000.000,00",2.02
17700,"21.207.752,00",2024-12-16,"31.911.303.000.000,00",2.008
17700,"21.207.744,00",2024-12-16,"31.911.303.000.000,00",2.008
17700,"21.207.742,00",2024-12-16,"31.911.303.000.000,00",2.007
17700,"21.207.734,00",2024-12-16,"31.911.303.000.000,00",2.006
17700,"21.207.733,00",2024-12-16,"31.911.303.000.000,00",2.005
17700,"21.207.730,00",2024-12-16,"31.911.303.000.000,00",2.001
17700,"21.207.710,00",2024-12-16,"31.900.701.000.000,00",2.02
17700,"21.207.707,00",2024-12-16,"31.900.701.000.000,00",2.017
17700,"21.207.703,00",2024-12-16,"31.900.701.000.000,00",2.016
17700,"21.207.701,00",2024-12-16,"31.900.701.000.000,00",2.009
17700,"21.207.699,00",2024-12-16,"31.900.701.000.000,00",2.007
17700,"21.207.697,00",2024-12-16,"31.900.701.000.000,00",2.006
17700,"21.207.670,00",2024-12-16,"31.901.302.000.000,00",2.021
17700,"21.202.755,00",2024-12-16,"31.901.101.000.000,00",2.017
17700,"21.202.551,00",2024-12-16,"31.901.175.000.000,00",2.016
2.858,"21.207.680,00",2024-12-16,"33.909.399.000.000,00",6.001
17700,"21.202.487,00",2024-12-16,"31.901.101.000.000,00",2.016
17700,"21.188.281,00",2024-12-16,"31.901.101.000.000,00",2.005
17700,"21.188.069,00",2024-12-16,"33.904.710.000.000,00",2.001
17700,"21.188.058,00",2024-12-16,"31.901.175.000.000,00",2.002
17700,"21.187.934,00",2024-12-16,"31.901.101.000.000,00",2.002
17700,"21.187.311,00",2024-12-16,"31.901.175.000.000,00",2.001
17700,"21.187.228,00",2024-12-16,"31.901.101.000.000,00",2.001
17700,"21.186.959,00",2024-12-16,"44.909.115.000.000,00",2.016
2.857,"21.182.852,00",2024-12-16,"33.909.115.000.000,00",5.001
2.857,"21.176.655,00",2024-12-16,"33.903.999.000.000,00",5.001
2.857,"21.176.532,00",2024-12-16,"33.903.950.000.000,00",5.001
2.713,"21.184.232,00",2024-12-16,"33.901.899.000.000,00",1.001
2.713,"21.184.231,00",2024-12-16,"33.904.901.000.000,00",1.001
2.713,"21.184.233,00",2024-12-16,"33.903.607.000.000,00",1.001
2.713,"21.184.234,00",2024-12-16,"33.904.601.000.000,00",1.001
2.713,"21.184.026,00",2024-12-16,"33.901.414.000.000,00",1.001
2.713,"21.184.020,00",2024-12-16,"33.901.414.000.000,00",1.001
2.856,"21.193.595,00",2024-12-16,"31.911.303.000.000,00",4.001
2.856,"21.192.972,00",2024-12-16,"31.901.302.000.000,00",4.001
2.856,"21.192.876,00",2024-12-16,"31.901.175.000.000,00",4.001
2.856,"21.192.840,00",2024-12-16,"31.901.143.000.000,00",4.001
2.856,"21.175.648,00",2024-12-16,"33.903.099.000.000,00",4.001
2.856,"21.168.768,00",2024-12-16,"31.901.302.000.000,00",4.001
2.856,"21.168.471,00",2024-12-16,"31.901.101.000.000,00",4.001
2.856,"21.168.405,00",2024-12-16,"33.904.601.000.000,00",4.001
2.856,"21.168.191,00",2024-12-16,"31.909.499.000.000,00",4.001
2.863,"21.185.082,00",2024-12-16,"31.911.303.000.000,00",12.001
2.863,"21.185.050,00",2024-12-16,"31.901.302.000.000,00",12.001
2.863,"21.185.029,00",2024-12-16,"31.901.143.000.000,00",12.001
2.863,"21.176.403,00",2024-12-16,"33.903.007.000.000,00",12.001
17700,"21.188.368,00",2024-12-16,"31.901.175.000.000,00",2.005
17700,"21.188.642,00",2024-12-16,"31.901.101.000.000,00",2.006
17700,"21.188.847,00",2024-12-16,"31.901.175.000.000,00",2.006
17700,"21.199.575,00",2024-12-16,"31.901.101.000.000,00",2.012
17700,"21.202.214,00",2024-12-16,"31.901.175.000.000,00",2.015
17700,"21.202.045,00",2024-12-16,"31.901.101.000.000,00",2.015
17700,"21.201.870,00",2024-12-16,"31.901.175.000.000,00",2.014
17700,"21.201.766,00",2024-12-16,"31.901.101.000.000,00",2.014
17700,"21.201.435,00",2024-12-16,"31.901.175.000.000,00",2.013
17700,"21.201.366,00",2024-12-16,"31.901.101.000.000,00",2.013
17700,"21.201.223,00",2024-12-16,"31.901.101.000.000,00",2.012
17700,"21.201.088,00",2024-12-16,"31.901.101.000.000,00",2.012
17700,"21.200.813,00",2024-12-16,"31.901.107.000.000,00",2.012
17700,"21.200.718,00",2024-12-16,"31.901.101.000.000,00",2.012
17700,"21.200.200,00",2024-12-16,"31.901.101.000.000,00",2.012
17700,"21.200.018,00",2024-12-16,"31.901.101.000.000,00",2.012
17700,"21.199.755,00",2024-12-16,"31.901.107.000.000,00",2.012
17700,"21.199.506,00",2024-12-16,"31.901.107.000.000,00",2.011
17700,"21.189.149,00",2024-12-16,"31.901.101.000.000,00",2.007
17700,"21.198.675,00",2024-12-16,"31.901.107.000.000,00",2.008
17700,"21.198.222,00",2024-12-16,"31.901.175.000.000,00",2.012
17700,"21.198.169,00",2024-12-16,"31.901.101.000.000,00",2.012
17700,"21.197.904,00",2024-12-16,"31.901.101.000.000,00",2.001
17700,"21.191.352,00",2024-12-16,"31.901.175.000.000,00",2.011
17700,"21.191.281,00",2024-12-16,"31.901.101.000.000,00",2.011
17700,"21.191.146,00",2024-12-16,"31.901.175.000.000,00",2.018
17700,"21.191.086,00",2024-12-16,"31.901.101.000.000,00",2.018
17700,"21.190.742,00",2024-12-16,"31.901.101.000.000,00",2.009
17700,"21.190.640,00",2024-12-16,"31.901.175.000.000,00",2.008
17700,"21.190.266,00",2024-12-16,"31.901.101.000.000,00",2.008
17700,"21.190.067,00",2024-12-16,"31.901.101.000.000,00",2.007
17700,"21.189.600,00",2024-12-16,"31.901.175.000.000,00",2.007
17700,"21.283.394,00",2024-12-18,"31.901.101.000.000,00",2.011
